Altitude (km),Total (kg/m3),Neutral Temp. (K),CO2 (kg/m3),N2 (kg/m3),Ar (kg/m3),O2 (kg/m3)
521.5,1.42e-9,598.8,1.35894e-9,2.8826e-11,2.9394000000000003e-11,2.840000000000003e-12
522.5,1.399e-9,601.7,1.338843e-9,2.8399699999999998e-11,2.89593e-11,2.7980000000000024e-12
523.5,1.379e-9,604.6,1.319703e-9,2.79937e-11,2.8545300000000002e-11,2.7580000000000026e-12
524.5,1.36e-9,607.2,1.30152e-9,2.7607999999999998e-11,2.8152000000000002e-11,2.7200000000000025e-12
525.5,1.341e-9,609.9,1.283337e-9,2.7222299999999997e-11,2.77587e-11,2.6820000000000025e-12
526.5,1.323e-9,612.6,1.266111e-9,2.68569e-11,2.7386100000000003e-11,2.6460000000000027e-12
527.5,1.305e-9,615.3,1.2488849999999999e-9,2.6491499999999997e-11,2.7013499999999997e-11,2.610000000000002e-12
528.5,1.288e-9,617.6,1.232616e-9,2.61464e-11,2.66616e-11,2.5760000000000024e-12
529.5,1.271e-9,619.9,1.216347e-9,2.5801299999999998e-11,2.6309700000000002e-11,2.5420000000000023e-12
530.5,1.255e-9,622.1,1.2010349999999999e-9,2.5476499999999998e-11,2.5978499999999997e-11,2.510000000000002e-12
531.5,1.239e-9,624.4,1.1857229999999998e-9,2.5151699999999998e-11,2.56473e-11,2.478000000000002e-12
532.5,1.223e-9,626.6,1.170411e-9,2.4826899999999997e-11,2.53161e-11,2.4460000000000023e-12
533.5,1.208e-9,628.7,1.156056e-9,2.45224e-11,2.50056e-11,2.4160000000000022e-12
534.5,1.193e-9,630.7,1.1417009999999998e-9,2.4217899999999998e-11,2.4695099999999998e-11,2.3860000000000017e-12
535.5,1.178e-9,632.7,1.127346e-9,2.39134e-11,2.43846e-11,2.356000000000002e-12
536.5,1.164e-9,634.8,1.1139479999999998e-9,2.3629199999999997e-11,2.4094799999999996e-11,2.3280000000000018e-12
537.5,1.149e-9,637.0,1.099593e-9,2.33247e-11,2.37843e-11,2.298000000000002e-12
538.5,1.135e-9,639.2,1.0861949999999999e-9,2.3040499999999997e-11,2.3494499999999998e-11,2.270000000000002e-12
539.5,1.121e-9,641.4,1.072797e-9,2.2756299999999997e-11,2.32047e-11,2.242000000000002e-12
540.5,1.108e-9,643.6,1.060356e-9,2.24924e-11,2.29356e-11,2.2160000000000023e-12
541.5,1.095e-9,645.5,1.047915e-9,2.22285e-11,2.26665e-11,2.190000000000002e-12
542.5,1.082e-9,646.9,1.035474e-9,2.1964599999999997e-11,2.23974e-11,2.164000000000002e-12
543.5,1.071e-9,648.3,1.024947e-9,2.1741299999999998e-11,2.2169699999999998e-11,2.1420000000000016e-12
544.5,1.059e-9,649.7,1.0134629999999999e-9,2.1497699999999997e-11,2.1921299999999998e-11,2.1180000000000017e-12
545.5,1.047e-9,651.1,1.001979e-9,2.12541e-11,2.1672899999999998e-11,2.0940000000000018e-12
546.5,1.036e-9,652.2,9.91452e-10,2.1030799999999997e-11,2.14452e-11,2.0720000000000017e-12
547.5,1.025e-9,653.3,9.809250000000001e-10,2.08075e-11,2.12175e-11,2.050000000000002e-12
548.5,1.015e-9,654.4,9.71355e-10,2.0604499999999995e-11,2.1010499999999998e-11,2.0300000000000016e-12
549.5,1.004e-9,655.4,9.60828e-10,2.03812e-11,2.07828e-11,2.008000000000002e-12
550.5,9.939e-10,656.5,9.511623e-10,2.017617e-11,2.057373e-11,1.9878000000000017e-12
551.5,9.84e-10,657.4,9.416879999999999e-10,1.9975199999999997e-11,2.03688e-11,1.9680000000000017e-12
552.5,9.742e-10,658.3,9.323093999999999e-10,1.9776259999999998e-11,2.016594e-11,1.9484000000000017e-12
553.5,9.645e-10,659.2,9.230264999999999e-10,1.9579349999999998e-11,1.996515e-11,1.9290000000000016e-12
554.5,9.549e-10,660.1,9.138393e-10,1.938447e-11,1.976643e-11,1.909800000000002e-12
555.5,9.456e-10,660.8,9.049391999999999e-10,1.9195679999999996e-11,1.9573919999999998e-11,1.8912000000000015e-12
556.5,9.365e-10,661.6,8.962305e-10,1.901095e-11,1.938555e-11,1.873000000000002e-12
557.5,9.274e-10,662.3,8.875218e-10,1.882622e-11,1.919718e-11,1.8548000000000017e-12
558.5,9.185e-10,663.0,8.790045e-10,1.8645549999999998e-11,1.901295e-11,1.8370000000000016e-12
559.5,9.097e-10,663.7,8.705828999999999e-10,1.846691e-11,1.8830789999999998e-11,1.8194000000000017e-12
560.5,9.012e-10,664.2,8.624484e-10,1.829436e-11,1.8654839999999997e-11,1.8024000000000015e-12
561.5,8.928e-10,664.7,8.544095999999999e-10,1.8123839999999998e-11,1.848096e-11,1.7856000000000016e-12
562.5,8.844e-10,665.3,8.463707999999999e-10,1.7953319999999997e-11,1.830708e-11,1.7688000000000015e-12
563.5,8.762e-10,665.8,8.385234e-10,1.778686e-11,1.813734e-11,1.7524000000000017e-12
564.5,8.681e-10,666.3,8.307717e-10,1.762243e-11,1.796967e-11,1.7362000000000016e-12
565.5,8.602e-10,666.7,8.232113999999999e-10,1.7462059999999997e-11,1.780614e-11,1.7204000000000014e-12
566.5,8.524e-10,667.1,8.157467999999999e-10,1.730372e-11,1.764468e-11,1.7048000000000014e-12
567.5,8.446e-10,667.5,8.082821999999999e-10,1.714538e-11,1.7483219999999998e-11,1.6892000000000013e-12
568.5,8.369e-10,667.9,8.009132999999999e-10,1.6989069999999997e-11,1.732383e-11,1.6738000000000014e-12
569.5,8.294e-10,668.2,7.937358e-10,1.683682e-11,1.716858e-11,1.6588000000000016e-12
570.5,8.221e-10,668.5,7.867496999999999e-10,1.6688629999999997e-11,1.701747e-11,1.6442000000000014e-12
571.5,8.148e-10,668.8,7.797636e-10,1.654044e-11,1.686636e-11,1.6296000000000015e-12
572.5,8.075e-10,669.1,7.727774999999999e-10,1.6392249999999998e-11,1.671525e-11,1.6150000000000013e-12
573.5,8.004e-10,669.4,7.659828e-10,1.624812e-11,1.656828e-11,1.6008000000000014e-12
574.5,7.934e-10,669.6,7.592838e-10,1.610602e-11,1.642338e-11,1.5868000000000013e-12
575.5,7.864e-10,669.7,7.525848e-10,1.596392e-11,1.627848e-11,1.5728000000000013e-12
576.5,7.795e-10,669.9,7.459815e-10,1.582385e-11,1.613565e-11,1.5590000000000015e-12
577.5,7.727e-10,670.1,7.394739e-10,1.568581e-11,1.599489e-11,1.5454000000000015e-12
578.5,7.661e-10,670.2,7.331577e-10,1.5551829999999997e-11,1.585827e-11,1.5322000000000013e-12
579.5,7.596e-10,670.3,7.269372e-10,1.541988e-11,1.572372e-11,1.5192000000000014e-12
580.5,7.531e-10,670.3,7.207167e-10,1.528793e-11,1.558917e-11,1.5062000000000014e-12
581.5,7.466e-10,670.4,7.144962e-10,1.515598e-11,1.545462e-11,1.4932000000000014e-12
582.5,7.403e-10,670.5,7.084670999999999e-10,1.5028089999999998e-11,1.532421e-11,1.4806000000000014e-12
583.5,7.34e-10,670.5,7.02438e-10,1.49002e-11,1.51938e-11,1.4680000000000014e-12
584.5,7.278e-10,670.5,6.965045999999999e-10,1.477434e-11,1.506546e-11,1.4556000000000014e-12
585.5,7.216e-10,670.6,6.905712e-10,1.4648479999999997e-11,1.493712e-11,1.4432000000000012e-12
586.5,7.155e-10,670.6,6.847335e-10,1.4524649999999998e-11,1.4810849999999998e-11,1.4310000000000013e-12
587.5,7.095e-10,670.6,6.789914999999999e-10,1.4402849999999999e-11,1.4686649999999998e-11,1.4190000000000011e-12
588.5,7.035e-10,670.6,6.732495e-10,1.4281049999999998e-11,1.456245e-11,1.4070000000000012e-12
589.5,6.976e-10,670.5,6.676031999999999e-10,1.4161279999999998e-11,1.4440319999999998e-11,1.3952000000000012e-12
590.5,6.918e-10,670.5,6.620526e-10,1.4043539999999999e-11,1.432026e-11,1.3836000000000013e-12
591.5,6.86e-10,670.5,6.56502e-10,1.39258e-11,1.42002e-11,1.3720000000000012e-12
592.5,6.803e-10,670.4,6.510470999999999e-10,1.3810089999999999e-11,1.4082210000000001e-11,1.3606000000000013e-12
593.5,6.746e-10,670.4,6.455922e-10,1.369438e-11,1.3964220000000001e-11,1.3492000000000012e-12
594.5,6.69e-10,670.3,6.402329999999999e-10,1.3580699999999998e-11,1.3848299999999999e-11,1.3380000000000012e-12
595.5,6.634e-10,670.2,6.348738e-10,1.3467019999999998e-11,1.373238e-11,1.3268000000000012e-12
596.5,6.579e-10,670.2,6.296103e-10,1.3355369999999999e-11,1.3618529999999999e-11,1.3158000000000011e-12
597.5,6.525e-10,670.1,6.244424999999999e-10,1.3245749999999999e-11,1.3506749999999998e-11,1.305000000000001e-12
598.5,6.471e-10,670.0,6.192746999999999e-10,1.3136129999999998e-11,1.339497e-11,1.294200000000001e-12
599.5,6.417e-10,669.9,6.141068999999999e-10,1.3026509999999999e-11,1.328319e-11,1.283400000000001e-12
600.5,6.364e-10,669.8,6.090348e-10,1.291892e-11,1.3173479999999999e-11,1.2728000000000012e-12
601.5,6.311e-10,669.8,6.039627e-10,1.281133e-11,1.306377e-11,1.2622000000000012e-12
602.5,6.258e-10,669.7,5.988906000000001e-10,1.2703740000000001e-11,1.295406e-11,1.2516000000000013e-12
603.5,6.206e-10,669.7,5.939142e-10,1.259818e-11,1.284642e-11,1.2412000000000012e-12
604.5,6.155e-10,669.6,5.890335e-10,1.249465e-11,1.2740849999999999e-11,1.2310000000000011e-12
605.5,6.103e-10,669.6,5.840571e-10,1.2389089999999998e-11,1.263321e-11,1.220600000000001e-12
606.5,6.053e-10,669.5,5.792721e-10,1.2287589999999999e-11,1.2529709999999998e-11,1.210600000000001e-12
607.5,6.002e-10,669.5,5.743914e-10,1.2184059999999998e-11,1.242414e-11,1.200400000000001e-12
608.5,5.952e-10,669.4,5.696064e-10,1.2082559999999998e-11,1.2320639999999999e-11,1.190400000000001e-12
609.5,5.903e-10,669.3,5.649171e-10,1.1983089999999999e-11,1.221921e-11,1.180600000000001e-12
610.5,5.852e-10,669.5,5.600364e-10,1.187956e-11,1.211364e-11,1.170400000000001e-12
611.5,5.799e-10,670.0,5.549643e-10,1.177197e-11,1.2003930000000001e-11,1.1598000000000012e-12
612.5,5.747e-10,670.5,5.499878999999999e-10,1.1666409999999999e-11,1.189629e-11,1.149400000000001e-12
613.5,5.694e-10,671.0,5.449158e-10,1.1558819999999999e-11,1.178658e-11,1.138800000000001e-12
614.5,5.643e-10,671.5,5.400351e-10,1.1455289999999999e-11,1.168101e-11,1.128600000000001e-12
615.5,5.591e-10,672.0,5.350586999999999e-10,1.1349729999999999e-11,1.1573369999999999e-11,1.1182000000000008e-12
616.5,5.539e-10,672.6,5.300823e-10,1.124417e-11,1.146573e-11,1.107800000000001e-12
617.5,5.488e-10,673.2,5.252016e-10,1.114064e-11,1.136016e-11,1.0976000000000009e-12
618.5,5.438e-10,673.8,5.204166e-10,1.103914e-11,1.1256660000000001e-11,1.087600000000001e-12
619.5,5.388e-10,674.4,5.156316e-10,1.093764e-11,1.115316e-11,1.077600000000001e-12
620.5,5.342e-10,674.6,5.112293999999999e-10,1.0844259999999998e-11,1.105794e-11,1.068400000000001e-12
621.5,5.296e-10,674.7,5.068272e-10,1.0750879999999999e-11,1.096272e-11,1.059200000000001e-12
622.5,5.251e-10,674.9,5.025207e-10,1.0659529999999999e-11,1.086957e-11,1.050200000000001e-12
623.5,5.206e-10,675.1,4.982142e-10,1.056818e-11,1.077642e-11,1.041200000000001e-12
624.5,5.162e-10,675.3,4.940034e-10,1.047886e-11,1.068534e-11,1.032400000000001e-12
625.5,5.117e-10,675.5,4.896969e-10,1.038751e-11,1.059219e-11,1.0234000000000009e-12
626.5,5.073e-10,675.8,4.854860999999999e-10,1.029819e-11,1.050111e-11,1.014600000000001e-12
627.5,5.029e-10,676.0,4.812753e-10,1.020887e-11,1.0410029999999999e-11,1.0058000000000008e-12
628.5,4.986e-10,676.2,4.771602e-10,1.0121579999999999e-11,1.032102e-11,9.972000000000008e-13
629.5,4.942e-10,676.5,4.729494e-10,1.0032259999999999e-11,1.022994e-11,9.88400000000001e-13
630.5,4.899e-10,676.8,4.688343e-10,9.94497e-12,1.014093e-11,9.79800000000001e-13
631.5,4.857e-10,677.1,4.648149e-10,9.85971e-12,1.005399e-11,9.714000000000009e-13
632.5,4.815e-10,677.4,4.607955e-10,9.77445e-12,9.96705e-12,9.630000000000008e-13
633.5,4.773e-10,677.7,4.567761e-10,9.689189999999999e-12,9.88011e-12,9.546000000000008e-13
634.5,4.731e-10,678.1,4.5275670000000003e-10,9.60393e-12,9.79317e-12,9.46200000000001e-13
635.5,4.689e-10,678.4,4.487373e-10,9.51867e-12,9.70623e-12,9.37800000000001e-13
636.5,4.648e-10,678.8,4.4481359999999995e-10,9.43544e-12,9.62136e-12,9.296000000000008e-13
637.5,4.607e-10,679.2,4.408899e-10,9.35221e-12,9.53649e-12,9.21400000000001e-13
638.5,4.566e-10,679.6,4.3696619999999997e-10,9.26898e-12,9.45162e-12,9.132000000000008e-13
639.5,4.526e-10,680.1,4.331382e-10,9.187779999999999e-12,9.36882e-12,9.052000000000008e-13
640.5,4.485e-10,680.5,4.292145e-10,9.10455e-12,9.28395e-12,8.970000000000008e-13
641.5,4.446e-10,680.9,4.254822e-10,9.025379999999999e-12,9.20322e-12,8.892000000000008e-13
642.5,4.406e-10,681.4,4.216542e-10,8.94418e-12,9.12042e-12,8.812000000000008e-13
643.5,4.367e-10,681.9,4.179219e-10,8.86501e-12,9.03969e-12,8.734000000000008e-13
644.5,4.328e-10,682.4,4.1418959999999997e-10,8.785839999999999e-12,8.95896e-12,8.656000000000008e-13
645.5,4.289e-10,683.0,4.1045729999999996e-10,8.706669999999998e-12,8.87823e-12,8.578000000000007e-13
646.5,4.251e-10,683.5,4.068207e-10,8.62953e-12,8.79957e-12,8.502000000000008e-13
647.5,4.213e-10,684.1,4.0318409999999996e-10,8.552389999999999e-12,8.72091e-12,8.426000000000007e-13
648.5,4.175e-10,684.7,3.995475e-10,8.475249999999999e-12,8.64225e-12,8.350000000000008e-13
649.5,4.137e-10,685.3,3.9591089999999996e-10,8.39811e-12,8.563589999999999e-12,8.274000000000007e-13
650.5,4.1e-10,685.9,3.9236999999999996e-10,8.322999999999998e-12,8.487e-12,8.200000000000006e-13
651.5,4.063e-10,686.5,3.8882909999999996e-10,8.247889999999999e-12,8.410409999999999e-12,8.126000000000007e-13
652.5,4.026e-10,687.1,3.8528819999999996e-10,8.17278e-12,8.33382e-12,8.052000000000006e-13
653.5,3.989e-10,687.8,3.8174729999999997e-10,8.097669999999999e-12,8.25723e-12,7.978000000000007e-13
654.5,3.953e-10,688.5,3.783021e-10,8.02459e-12,8.18271e-12,7.906000000000008e-13
655.5,3.917e-10,689.3,3.748569e-10,7.95151e-12,8.10819e-12,7.834000000000007e-13
656.5,3.881e-10,690.0,3.714117e-10,7.87843e-12,8.03367e-12,7.762000000000007e-13
657.5,3.845e-10,690.7,3.679665e-10,7.80535e-12,7.95915e-12,7.690000000000008e-13
658.5,3.81e-10,691.5,3.6461699999999995e-10,7.7343e-12,7.8867e-12,7.620000000000006e-13
659.5,3.775e-10,692.3,3.6126749999999996e-10,7.66325e-12,7.81425e-12,7.550000000000006e-13
660.5,3.74e-10,693.1,3.5791799999999997e-10,7.5922e-12,7.741799999999999e-12,7.480000000000006e-13
661.5,3.706e-10,693.9,3.546642e-10,7.523179999999999e-12,7.67142e-12,7.412000000000006e-13
662.5,3.671e-10,694.8,3.513147e-10,7.45213e-12,7.59897e-12,7.342000000000006e-13
663.5,3.637e-10,695.7,3.4806089999999996e-10,7.38311e-12,7.528589999999999e-12,7.274000000000006e-13
664.5,3.604e-10,696.6,3.449028e-10,7.31612e-12,7.460280000000001e-12,7.208000000000006e-13
665.5,3.57e-10,697.5,3.41649e-10,7.2471e-12,7.3899e-12,7.140000000000007e-13
666.5,3.537e-10,698.4,3.3849089999999996e-10,7.180109999999999e-12,7.321589999999999e-12,7.074000000000006e-13
667.5,3.504e-10,699.3,3.353328e-10,7.11312e-12,7.25328e-12,7.008000000000006e-13
668.5,3.471e-10,700.3,3.321747e-10,7.0461299999999996e-12,7.18497e-12,6.942000000000006e-13
669.5,3.439e-10,701.3,3.291123e-10,6.98117e-12,7.118730000000001e-12,6.878000000000007e-13
670.5,3.406e-10,702.3,3.259542e-10,6.9141799999999995e-12,7.050419999999999e-12,6.812000000000006e-13
671.5,3.375e-10,703.3,3.229875e-10,6.85125e-12,6.98625e-12,6.750000000000007e-13
672.5,3.343e-10,704.3,3.199251e-10,6.78629e-12,6.9200100000000005e-12,6.686000000000006e-13
673.5,3.311e-10,705.4,3.168627e-10,6.72133e-12,6.85377e-12,6.622000000000007e-13
674.5,3.28e-10,706.5,3.13896e-10,6.6584e-12,6.7896e-12,6.560000000000006e-13
675.5,3.249e-10,707.6,3.1092929999999996e-10,6.595469999999999e-12,6.72543e-12,6.498000000000005e-13
676.5,3.218e-10,708.7,3.079626e-10,6.53254e-12,6.66126e-12,6.436000000000006e-13
677.5,3.188e-10,709.8,3.0509159999999997e-10,6.471639999999999e-12,6.599159999999999e-12,6.376000000000005e-13
678.5,3.157e-10,711.0,3.021249e-10,6.40871e-12,6.53499e-12,6.314000000000006e-13
679.5,3.127e-10,712.1,2.9925390000000003e-10,6.34781e-12,6.47289e-12,6.254000000000005e-13
680.5,3.098e-10,713.3,2.964786e-10,6.28894e-12,6.41286e-12,6.196000000000006e-13
681.5,3.068e-10,714.5,2.936076e-10,6.22804e-12,6.35076e-12,6.136000000000005e-13
682.5,3.039e-10,715.8,2.908323e-10,6.16917e-12,6.29073e-12,6.078000000000005e-13
683.5,3.01e-10,717.1,2.8805699999999996e-10,6.110299999999999e-12,6.2307e-12,6.020000000000006e-13
684.5,2.981e-10,718.5,2.852817e-10,6.051429999999999e-12,6.1706699999999996e-12,5.962000000000005e-13
685.5,2.953e-10,719.8,2.826021e-10,5.994589999999999e-12,6.11271e-12,5.906000000000005e-13
686.5,2.924e-10,721.2,2.7982679999999997e-10,5.93572e-12,6.05268e-12,5.848000000000005e-13
687.5,2.897e-10,722.6,2.7724289999999996e-10,5.8809099999999994e-12,5.9967899999999995e-12,5.794000000000005e-13
688.5,2.869e-10,723.9,2.745633e-10,5.82407e-12,5.93883e-12,5.738000000000005e-13
689.5,2.841e-10,725.3,2.718837e-10,5.7672299999999994e-12,5.88087e-12,5.682000000000004e-13
690.5,2.814e-10,726.7,2.692998e-10,5.712419999999999e-12,5.82498e-12,5.628000000000005e-13
691.5,2.787e-10,728.2,2.6671589999999997e-10,5.657609999999999e-12,5.76909e-12,5.574000000000004e-13
692.5,2.76e-10,729.6,2.6413199999999996e-10,5.6027999999999995e-12,5.7131999999999995e-12,5.520000000000005e-13
693.5,2.734e-10,731.1,2.616438e-10,5.55002e-12,5.65938e-12,5.468000000000005e-13
694.5,2.708e-10,732.5,2.5915559999999995e-10,5.497239999999999e-12,5.60556e-12,5.416000000000004e-13
695.5,2.682e-10,734.0,2.566674e-10,5.44446e-12,5.55174e-12,5.364000000000005e-13
696.5,2.656e-10,735.5,2.541792e-10,5.391679999999999e-12,5.49792e-12,5.312000000000005e-13
697.5,2.63e-10,737.1,2.51691e-10,5.3389e-12,5.4441e-12,5.260000000000005e-13
698.5,2.605e-10,738.7,2.492985e-10,5.2881499999999994e-12,5.39235e-12,5.210000000000004e-13
699.5,2.58e-10,740.2,2.46906e-10,5.2373999999999995e-12,5.340599999999999e-12,5.160000000000004e-13
700.5,2.556e-10,741.8,2.4460919999999995e-10,5.188679999999999e-12,5.290919999999999e-12,5.112000000000004e-13
701.5,2.531e-10,743.4,2.422167e-10,5.137929999999999e-12,5.239169999999999e-12,5.062000000000004e-13
702.5,2.506e-10,745.1,2.398242e-10,5.087179999999999e-12,5.18742e-12,5.012000000000004e-13
703.5,2.482e-10,746.7,2.3752739999999995e-10,5.038459999999999e-12,5.1377399999999995e-12,4.964000000000004e-13
704.5,2.458e-10,748.4,2.352306e-10,4.98974e-12,5.08806e-12,4.916000000000004e-13
705.5,2.434e-10,750.1,2.329338e-10,4.9410199999999995e-12,5.03838e-12,4.868000000000004e-13
706.5,2.411e-10,751.8,2.3073270000000002e-10,4.89433e-12,4.9907700000000006e-12,4.822000000000005e-13
707.5,2.387e-10,753.5,2.284359e-10,4.8456099999999996e-12,4.94109e-12,4.774000000000005e-13
708.5,2.364e-10,755.3,2.2623479999999998e-10,4.798919999999999e-12,4.8934799999999995e-12,4.728000000000004e-13
709.5,2.341e-10,757.0,2.240337e-10,4.7522299999999994e-12,4.84587e-12,4.682000000000004e-13
710.5,2.319e-10,758.8,2.2192829999999998e-10,4.7075699999999995e-12,4.80033e-12,4.638000000000004e-13
711.5,2.297e-10,760.6,2.198229e-10,4.6629099999999996e-12,4.75479e-12,4.594000000000003e-13
712.5,2.275e-10,762.4,2.1771749999999998e-10,4.61825e-12,4.70925e-12,4.550000000000004e-13
713.5,2.253e-10,764.2,2.156121e-10,4.57359e-12,4.663709999999999e-12,4.5060000000000037e-13
714.5,2.232e-10,766.0,2.1360239999999998e-10,4.5309599999999995e-12,4.62024e-12,4.464000000000004e-13
715.5,2.211e-10,767.8,2.1159269999999997e-10,4.488329999999999e-12,4.57677e-12,4.422000000000004e-13
716.5,2.189e-10,769.7,2.0948729999999998e-10,4.443669999999999e-12,4.5312299999999995e-12,4.3780000000000037e-13
717.5,2.168e-10,771.5,2.0747759999999998e-10,4.401039999999999e-12,4.48776e-12,4.3360000000000034e-13
718.5,2.147e-10,773.3,2.054679e-10,4.35841e-12,4.4442899999999994e-12,4.2940000000000037e-13
719.5,2.127e-10,775.2,2.035539e-10,4.317809999999999e-12,4.40289e-12,4.254000000000004e-13
720.5,2.107e-10,777.1,2.016399e-10,4.27721e-12,4.36149e-12,4.214000000000004e-13
721.5,2.087e-10,778.9,1.9972589999999998e-10,4.236609999999999e-12,4.32009e-12,4.174000000000003e-13
722.5,2.067e-10,780.8,1.978119e-10,4.19601e-12,4.2786899999999994e-12,4.1340000000000034e-13
723.5,2.047e-10,782.6,1.958979e-10,4.15541e-12,4.23729e-12,4.0940000000000036e-13
724.5,2.028e-10,784.5,1.940796e-10,4.116839999999999e-12,4.19796e-12,4.056000000000003e-13
725.5,2.009e-10,786.4,1.922613e-10,4.078269999999999e-12,4.15863e-12,4.0180000000000037e-13
726.5,1.99e-10,788.3,1.90443e-10,4.0397e-12,4.1193e-12,3.9800000000000037e-13
727.5,1.972e-10,790.1,1.887204e-10,4.00316e-12,4.08204e-12,3.9440000000000037e-13
728.5,1.953e-10,792.0,1.869021e-10,3.964589999999999e-12,4.0427099999999994e-12,3.906000000000003e-13
729.5,1.935e-10,793.9,1.851795e-10,3.92805e-12,4.00545e-12,3.8700000000000037e-13
730.5,1.917e-10,795.8,1.834569e-10,3.89151e-12,3.96819e-12,3.834000000000003e-13
731.5,1.899e-10,797.7,1.817343e-10,3.85497e-12,3.93093e-12,3.7980000000000036e-13
732.5,1.881e-10,799.6,1.800117e-10,3.8184299999999995e-12,3.89367e-12,3.7620000000000036e-13
733.5,1.864e-10,801.6,1.783848e-10,3.78392e-12,3.85848e-12,3.7280000000000034e-13
734.5,1.846e-10,803.5,1.766622e-10,3.74738e-12,3.821219999999999e-12,3.692000000000003e-13
735.5,1.83e-10,805.0,1.7513099999999998e-10,3.7149e-12,3.7881e-12,3.660000000000003e-13
736.5,1.814e-10,806.6,1.735998e-10,3.682419999999999e-12,3.75498e-12,3.628000000000003e-13
737.5,1.798e-10,808.1,1.7206859999999997e-10,3.649939999999999e-12,3.72186e-12,3.596000000000003e-13
738.5,1.782e-10,809.7,1.7053739999999999e-10,3.6174599999999994e-12,3.6887399999999995e-12,3.564000000000003e-13
739.5,1.767e-10,811.2,1.691019e-10,3.5870099999999997e-12,3.6576899999999995e-12,3.534000000000003e-13
740.5,1.752e-10,812.7,1.676664e-10,3.55656e-12,3.62664e-12,3.504000000000003e-13
741.5,1.737e-10,814.2,1.662309e-10,3.52611e-12,3.59559e-12,3.474000000000003e-13
742.5,1.722e-10,815.7,1.647954e-10,3.49566e-12,3.56454e-12,3.4440000000000033e-13
743.5,1.707e-10,817.2,1.6335989999999999e-10,3.4652099999999995e-12,3.5334899999999997e-12,3.414000000000003e-13
744.5,1.693e-10,818.7,1.620201e-10,3.43679e-12,3.50451e-12,3.386000000000003e-13
745.5,1.678e-10,820.2,1.605846e-10,3.40634e-12,3.47346e-12,3.356000000000003e-13
746.5,1.664e-10,821.6,1.592448e-10,3.3779199999999994e-12,3.44448e-12,3.3280000000000026e-13
747.5,1.65e-10,823.1,1.5790499999999998e-10,3.3495e-12,3.4154999999999997e-12,3.300000000000003e-13
748.5,1.636e-10,824.5,1.565652e-10,3.32108e-12,3.38652e-12,3.272000000000003e-13
749.5,1.622e-10,825.9,1.552254e-10,3.29266e-12,3.35754e-12,3.2440000000000026e-13
750.5,1.608e-10,827.3,1.538856e-10,3.26424e-12,3.32856e-12,3.216000000000003e-13
751.5,1.595e-10,828.7,1.526415e-10,3.2378499999999996e-12,3.3016499999999998e-12,3.1900000000000026e-13
752.5,1.582e-10,830.1,1.5139740000000001e-10,3.2114599999999997e-12,3.2747400000000002e-12,3.164000000000003e-13
753.5,1.569e-10,831.4,1.5015329999999999e-10,3.18507e-12,3.24783e-12,3.138000000000003e-13
754.5,1.556e-10,832.8,1.489092e-10,3.15868e-12,3.22092e-12,3.112000000000003e-13
755.5,1.543e-10,834.1,1.4766509999999998e-10,3.1322899999999998e-12,3.19401e-12,3.0860000000000027e-13
756.5,1.531e-10,835.4,1.4651669999999998e-10,3.1079299999999997e-12,3.16917e-12,3.0620000000000025e-13
757.5,1.518e-10,836.7,1.452726e-10,3.08154e-12,3.14226e-12,3.036000000000003e-13
758.5,1.506e-10,838.1,1.4412419999999998e-10,3.0571799999999997e-12,3.11742e-12,3.0120000000000027e-13
759.5,1.494e-10,839.4,1.4297579999999999e-10,3.0328199999999996e-12,3.0925799999999997e-12,2.9880000000000025e-13
760.5,1.482e-10,840.6,1.418274e-10,3.0084599999999995e-12,3.0677399999999996e-12,2.9640000000000023e-13
761.5,1.47e-10,841.9,1.40679e-10,2.9841e-12,3.0429000000000003e-12,2.9400000000000026e-13
762.5,1.458e-10,843.1,1.395306e-10,2.9597399999999997e-12,3.01806e-12,2.9160000000000024e-13
763.5,1.446e-10,844.4,1.383822e-10,2.9353799999999996e-12,2.99322e-12,2.8920000000000027e-13
764.5,1.434e-10,845.6,1.372338e-10,2.9110199999999994e-12,2.96838e-12,2.8680000000000025e-13
765.5,1.423e-10,846.8,1.3618109999999998e-10,2.8886899999999995e-12,2.9456099999999996e-12,2.846000000000002e-13
766.5,1.412e-10,847.9,1.3512839999999998e-10,2.8663599999999995e-12,2.9228399999999997e-12,2.8240000000000024e-13
767.5,1.401e-10,849.1,1.3407570000000002e-10,2.84403e-12,2.90007e-12,2.8020000000000026e-13
768.5,1.39e-10,850.3,1.33023e-10,2.8217e-12,2.8773000000000003e-12,2.780000000000003e-13
769.5,1.379e-10,851.4,1.319703e-10,2.79937e-12,2.85453e-12,2.7580000000000025e-13
770.5,1.368e-10,852.5,1.309176e-10,2.77704e-12,2.83176e-12,2.7360000000000027e-13
771.5,1.358e-10,853.6,1.299606e-10,2.7567400000000002e-12,2.8110600000000003e-12,2.716000000000003e-13
772.5,1.347e-10,854.6,1.289079e-10,2.73441e-12,2.78829e-12,2.6940000000000025e-13
773.5,1.336e-10,855.7,1.278552e-10,2.71208e-12,2.76552e-12,2.6720000000000026e-13
774.5,1.326e-10,856.8,1.2689820000000002e-10,2.69178e-12,2.7448200000000004e-12,2.6520000000000027e-13
775.5,1.316e-10,857.8,1.2594119999999998e-10,2.6714799999999994e-12,2.72412e-12,2.6320000000000023e-13
