Altitude (km),Total (kg/m3),Neutral Temp. (K),Pressure (Pa),C (kg/m3),N2 (kg/m3),CH3 (kg/m3),C2H4 (kg/m3),He (kg/m3),H (kg/m3),CH4 (kg/m3),C2H6 (kg/m3),Ar (kg/m3),C2H2 (kg/m3),C3H4 (kg/m3),H2 (kg/m3)
107.5,0.0009541,157.43179971675173,524.9,0.0,9.88799675491471e-7,0.0,0.0,0.000256690533935764,0.0,2.306890517800422e-5,0.0,3.911395441389506e-7,0.0,0.0,0.0006729606216666013
108.5,0.0009128,157.91813664916845,503.2,0.0,9.432517172003832e-7,0.0,0.0,0.0002455682956347184,0.0,2.2037144173036556e-5,0.0,3.726247868240815e-7,0.0,0.0,0.0006438786836882206
109.5,0.0008769,158.3465868870234,482.4,0.0,9.034231002682336e-7,0.0,0.0,0.00023590253571640737,0.0,2.1137028901976916e-5,0.0,3.5640043850500797e-7,0.0,0.0,0.0006186006118428424
110.5,0.0008429,158.77415441031948,462.5,0.0,8.657828690330249e-7,0.0,0.0,0.0002267485200678599,0.0,2.0285489518240985e-5,0.0,3.41083067037392e-7,0.0,0.0,0.0005946591244778286
111.5,0.0008108,159.2044899648619,443.3,0.0,8.302903365262198e-7,0.0,0.0,0.00021810613847315582,0.0,1.9482033212529563e-5,0.0,3.266490726849043e-7,0.0,0.0,0.0005720548889051034
112.5,0.0007809,159.6371442325064,424.8,0.0,7.972377313667838e-7,0.0,0.0,0.00021005605274603085,0.0,1.87336893957703e-5,0.0,3.13210515688015e-7,0.0,0.0,0.0005509998096111441
113.5,0.0007521,160.06910166404225,407.1,0.0,7.65501921866002e-7,0.0,0.0,0.00020230237535919128,0.0,1.801407282800512e-5,0.0,3.003259019880602e-7,0.0,0.0,0.0005307177239889496
114.5,0.0007217,160.50203470887217,390.1,0.0,7.323229690842882e-7,0.0,0.0,0.00019411882172351078,0.0,1.7258373596964657e-5,0.0,2.8691008605497415e-7,0.0,0.0,0.0005093035716243852
115.5,0.0006915,160.92695401772147,373.7,0.0,6.99524117994399e-7,0.0,0.0,0.00018598932846017056,0.0,1.6509610727299263e-5,0.0,2.736756706058632e-7,0.0,0.0,0.0004880278610239299
116.5,0.0006626,161.23633532032235,358.0,0.0,6.682075238214198e-7,0.0,0.0,0.00017820783291043517,0.0,1.5794010705480317e-5,0.0,2.610435742111333e-7,0.0,0.0,0.0004676689052860518
117.5,0.0006352,161.5469692526279,342.9,0.0,6.38578563031535e-7,0.0,0.0,0.00017083043316230837,0.0,1.5116280673883214e-5,0.0,2.4910449843596424e-7,0.0,0.0,0.0004483656031023409
118.5,0.000609,161.856218438189,328.5,0.0,6.103389166802396e-7,0.0,0.0,0.00016377646585841684,0.0,1.4469326748073117e-5,0.0,2.377424395392172e-7,0.0,0.0,0.00042990612603729055
119.5,0.0005836,162.16557583647534,314.7,0.0,5.830670073017799e-7,0.0,0.0,0.0001569382810607147,0.0,1.3843394813238248e-5,0.0,2.2678917243497693e-7,0.0,0.0,0.00041200846794631034
120.5,0.0005584,162.4744485080545,301.5,0.0,5.561604322726025e-7,0.0,0.0,0.00015015452309705626,0.0,1.3224220675727243e-5,0.0,2.1600963486823414e-7,0.0,0.0,0.00039424908616007566
121.5,0.0005343,162.7846606286094,288.8,0.0,5.305000895716075e-7,0.0,0.0,0.00014366714396270397,0.0,1.2632931014237486e-5,0.0,2.0574294264334338e-7,0.0,0.0,0.0003772636819908436
122.5,0.0005105,163.055159602402,276.7,0.0,5.052475827845881e-7,0.0,0.0,0.00013726213941438265,0.0,1.2050157039077537e-5,0.0,1.956567784210924e-7,0.0,0.0,0.00036048679918533415
123.5,0.0004861,163.2362984798884,265.2,0.0,4.794585907713691e-7,0.0,0.0,0.00013069868691044137,0.0,1.1454086090848826e-5,0.0,1.853767591338797e-7,0.0,0.0,0.00034328239164880457
124.5,0.0004628,163.41706727215504,254.2,0.0,4.5492395584410597e-7,0.0,0.0,0.00012443126509122573,0.0,1.0885980417289007e-5,0.0,1.7561350745960424e-7,0.0,0.0,0.00032685221702818154
125.5,0.000441,163.59882144875368,243.6,0.0,4.3201209819766716e-7,0.0,0.0,0.00011856738043952186,0.0,1.0354949273798249e-5,0.0,1.665045915104202e-7,0.0,0.0,0.0003114791535969717
