Altitude (km),Total Energy Deposition (keV),Ionizing Energy Deposition (keV),Electron Production (counts)
746km-747km,0.000542326,0.000542326,0
747km-748km,0.000600698,0.000600698,0
748km-749km,0.000577289,0.000577289,0
749km-750km,0.000570667,0.000570667,0
750km-751km,0.000499949,0.000499949,0
751km-752km,0.000570107,0.000570107,0
752km-753km,0.000596383,0.000596383,0
753km-754km,0.000614845,0.000614845,0
754km-755km,0.000579079,0.000579079,0
755km-756km,0.000572817,0.000572817,0
756km-757km,0.000680066,0.000680066,0
757km-758km,0.000730428,0.000730428,0
758km-759km,0.000584121,0.000584121,0
759km-760km,0.000596554,0.000596554,0
760km-761km,0.000608297,0.000608297,0
761km-762km,0.00059507,0.00059507,0
762km-763km,0.000607153,0.000607153,0
763km-764km,0.00064057,0.00064057,0
764km-765km,0.000603716,0.000603716,0
765km-766km,0.000580356,0.000580356,0
766km-767km,0.000554522,0.000554522,0
767km-768km,0.000517129,0.000517129,0
768km-769km,0.000501834,0.000501834,0
769km-770km,0.000508534,0.000508534,0
770km-771km,0.00051712,0.00051712,0
771km-772km,0.000517228,0.000517228,0
772km-773km,0.000548106,0.000548106,0
773km-774km,0.000520291,0.000520291,0
774km-775km,0.000540699,0.000540699,0
775km-776km,0.000561927,0.000561927,0
776km-777km,0.000526218,0.000526218,0
777km-778km,0.000495782,0.000495782,0
778km-779km,0.000511539,0.000511539,0
779km-780km,0.000517542,0.000517542,0
780km-781km,0.000572808,0.000572808,0
781km-782km,0.000507257,0.000507257,0
782km-783km,0.000501605,0.000501605,0
783km-784km,0.000563061,0.000563061,0
784km-785km,0.000523295,0.000523295,0
785km-786km,0.000468053,0.000468053,0
786km-787km,0.000496928,0.000496928,0
787km-788km,0.000530727,0.000530727,0
788km-789km,0.000506327,0.000506327,0
789km-790km,0.000472424,0.000472424,0
790km-791km,0.000480662,0.000480662,0
791km-792km,0.00046068,0.00046068,0
792km-793km,0.000476055,0.000476055,0
793km-794km,0.000576986,0.000576986,0
794km-795km,0.00049723,0.00049723,0
795km-796km,0.000469703,0.000469703,0
796km-797km,0.000499016,0.000499016,0
797km-798km,0.00050622,0.00050622,0
798km-799km,0.000472582,0.000472582,0
799km-800km,0.000479869,0.000479869,0
800km-801km,0.000442877,0.000442877,0
801km-802km,0.000475713,0.000475713,0
802km-803km,0.000481529,0.000481529,0
803km-804km,0.000512007,0.000512007,0
804km-805km,0.000489615,0.000489615,0
805km-806km,0.000451121,0.000451121,0
806km-807km,0.000477636,0.000477636,0
807km-808km,0.00044749,0.00044749,0
808km-809km,0.000432208,0.000432208,0
809km-810km,0.000467766,0.000467766,0
810km-811km,0.000462018,0.000462018,0
811km-812km,0.00040552,0.00040552,0
812km-813km,0.000398628,0.000398628,0
813km-814km,0.000418674,0.000418674,0
814km-815km,0.000403647,0.000403647,0
815km-816km,0.000418913,0.000418913,0
816km-817km,0.000413878,0.000413878,0
817km-818km,0.000436677,0.000436677,0
818km-819km,0.00038961,0.00038961,0
819km-820km,0.000354246,0.000354246,0
820km-821km,0.000376641,0.000376641,0
821km-822km,0.000372236,0.000372236,0
822km-823km,0.000351381,0.000351381,0
823km-824km,0.000368074,0.000368074,0
824km-825km,0.000350516,0.000350516,0
825km-826km,0.000336277,0.000336277,0
826km-827km,0.000348962,0.000348962,0
827km-828km,0.000365067,0.000365067,0
828km-829km,0.000339021,0.000339021,0
829km-830km,0.0003421,0.0003421,0
830km-831km,0.000364183,0.000364183,0
831km-832km,0.000368272,0.000368272,0
832km-833km,0.000348779,0.000348779,0
833km-834km,0.000361918,0.000361918,0
834km-835km,0.000337081,0.000337081,0
835km-836km,0.000368296,0.000368296,0
836km-837km,0.000333591,0.000333591,0
837km-838km,0.000362485,0.000362485,0
838km-839km,0.000341163,0.000341163,0
839km-840km,0.000354304,0.000354304,0
840km-841km,0.000359359,0.000359359,0
841km-842km,0.000433874,0.000433874,0
842km-843km,0.000419102,0.000419102,0
843km-844km,0.000356444,0.000356444,0
844km-845km,0.000379305,0.000379305,0
845km-846km,0.000424906,0.000424906,0
846km-847km,0.000404467,0.000404467,0
847km-848km,0.000406039,0.000406039,0
848km-849km,0.000383873,0.000383873,0
849km-850km,0.00038959,0.00038959,0
850km-851km,0.000371606,0.000371606,0
851km-852km,0.000408515,0.000408515,0
852km-853km,0.000354919,0.000354919,0
853km-854km,0.000414661,0.000414661,0
854km-855km,0.000402734,0.000402734,0
855km-856km,0.000383398,0.000383398,0
856km-857km,0.000379806,0.000379806,0
857km-858km,0.000366814,0.000366814,0
858km-859km,0.00037348,0.00037348,0
859km-860km,0.000386731,0.000386731,0
860km-861km,0.000345949,0.000345949,0
861km-862km,0.000392163,0.000392163,0
862km-863km,0.000435025,0.000435025,0
863km-864km,0.000414538,0.000414538,0
864km-865km,0.000340025,0.000340025,0
865km-866km,0.000351275,0.000351275,0
866km-867km,0.000373878,0.000373878,0
867km-868km,0.000350864,0.000350864,0
868km-869km,0.000371597,0.000371597,0
869km-870km,0.000428117,0.000428117,0
870km-871km,0.000346324,0.000346324,0
871km-872km,0.0003367,0.0003367,0
872km-873km,0.000343617,0.000343617,0
873km-874km,0.000331657,0.000331657,0
874km-875km,0.000300107,0.000300107,0
875km-876km,0.000319523,0.000319523,0
876km-877km,0.000318941,0.000318941,0
877km-878km,0.000303057,0.000303057,0
878km-879km,0.000337408,0.000337408,0
879km-880km,0.000359228,0.000359228,0
880km-881km,0.000366894,0.000366894,0
881km-882km,0.000360161,0.000360161,0
882km-883km,0.000362944,0.000362944,0
883km-884km,0.00036058,0.00036058,0
884km-885km,0.000376988,0.000376988,0
885km-886km,0.000380609,0.000380609,0
886km-887km,0.000321943,0.000321943,0
887km-888km,0.000355911,0.000355911,0
888km-889km,0.000313892,0.000313892,0
889km-890km,0.000299769,0.000299769,0
890km-891km,0.000328246,0.000328246,0
891km-892km,0.000329096,0.000329096,0
892km-893km,0.000302583,0.000302583,0
893km-894km,0.000313679,0.000313679,0
894km-895km,0.000352109,0.000352109,0
895km-896km,0.000349429,0.000349429,0
896km-897km,0.000338503,0.000338503,0
897km-898km,0.000339104,0.000339104,0
898km-899km,0.000332287,0.000332287,0
899km-900km,0.00030731,0.00030731,0
900km-901km,0.00030106,0.00030106,0
901km-902km,0.000287583,0.000287583,0
902km-903km,0.000257861,0.000257861,0
903km-904km,0.000281838,0.000281838,0
904km-905km,0.000281374,0.000281374,0
905km-906km,0.000286056,0.000286056,0
906km-907km,0.000270304,0.000270304,0
907km-908km,0.000296067,0.000296067,0
908km-909km,0.000264822,0.000264822,0
909km-910km,0.000272729,0.000272729,0
910km-911km,0.000253226,0.000253226,0
911km-912km,0.000244169,0.000244169,0
912km-913km,0.000239642,0.000239642,0
913km-914km,0.000264037,0.000264037,0
914km-915km,0.000276578,0.000276578,0
915km-916km,0.000290797,0.000290797,0
916km-917km,0.000227646,0.000227646,0
917km-918km,0.000290044,0.000290044,0
918km-919km,0.000296513,0.000296513,0
919km-920km,0.000268325,0.000268325,0
920km-921km,0.000260425,0.000260425,0
921km-922km,0.000251877,0.000251877,0
922km-923km,0.000234761,0.000234761,0
923km-924km,0.000237567,0.000237567,0
924km-925km,0.000270072,0.000270072,0
925km-926km,0.000272477,0.000272477,0
926km-927km,0.000253846,0.000253846,0
927km-928km,0.000255517,0.000255517,0
928km-929km,0.000247961,0.000247961,0
929km-930km,0.000227876,0.000227876,0
930km-931km,0.000239093,0.000239093,0
931km-932km,0.000268092,0.000268092,0
932km-933km,0.000245182,0.000245182,0
933km-934km,0.000220589,0.000220589,0
934km-935km,0.000218324,0.000218324,0
935km-936km,0.000223934,0.000223934,0
936km-937km,0.000245929,0.000245929,0
937km-938km,0.000224791,0.000224791,0
938km-939km,0.000219963,0.000219963,0
939km-940km,0.000249804,0.000249804,0
940km-941km,0.000247117,0.000247117,0
941km-942km,0.000245017,0.000245017,0
942km-943km,0.000244063,0.000244063,0
943km-944km,0.000235223,0.000235223,0
944km-945km,0.00025525,0.00025525,0
945km-946km,0.000254367,0.000254367,0
946km-947km,0.000264369,0.000264369,0
947km-948km,0.000242521,0.000242521,0
948km-949km,0.000233273,0.000233273,0
949km-950km,0.000212613,0.000212613,0
950km-951km,0.000210587,0.000210587,0
951km-952km,0.000233753,0.000233753,0
952km-953km,0.000222433,0.000222433,0
953km-954km,0.000239419,0.000239419,0
954km-955km,0.000218354,0.000218354,0
955km-956km,0.000192462,0.000192462,0
956km-957km,0.000180464,0.000180464,0
957km-958km,0.000168108,0.000168108,0
958km-959km,0.000175106,0.000175106,0
959km-960km,0.00017585,0.00017585,0
960km-961km,0.000188907,0.000188907,0
961km-962km,0.000189211,0.000189211,0
962km-963km,0.000189401,0.000189401,0
963km-964km,0.000180941,0.000180941,0
964km-965km,0.000171787,0.000171787,0
965km-966km,0.000191057,0.000191057,0
966km-967km,0.000219131,0.000219131,0
967km-968km,0.000186916,0.000186916,0
968km-969km,0.000213125,0.000213125,0
969km-970km,0.000187573,0.000187573,0
970km-971km,0.000179254,0.000179254,0
971km-972km,0.000183558,0.000183558,0
972km-973km,0.0001736,0.0001736,0
973km-974km,0.000171761,0.000171761,0
974km-975km,0.000176377,0.000176377,0
975km-976km,0.000184324,0.000184324,0
976km-977km,0.000185441,0.000185441,0
977km-978km,0.000165329,0.000165329,0
978km-979km,0.000193023,0.000193023,0
979km-980km,0.000189679,0.000189679,0
980km-981km,0.00017693,0.00017693,0
981km-982km,0.000165236,0.000165236,0
982km-983km,0.000178611,0.000178611,0
983km-984km,0.000177783,0.000177783,0
984km-985km,0.000149718,0.000149718,0
985km-986km,0.000164598,0.000164598,0
986km-987km,0.000163514,0.000163514,0
987km-988km,0.000158303,0.000158303,0
988km-989km,0.00017508,0.00017508,0
989km-990km,0.000165873,0.000165873,0
990km-991km,0.00013683,0.00013683,0
991km-992km,0.000131224,0.000131224,0
992km-993km,0.000139455,0.000139455,0
993km-994km,0.000155698,0.000155698,0
994km-995km,0.000133274,0.000133274,0
995km-996km,0.000140101,0.000140101,0
996km-997km,0.000153545,0.000153545,0
997km-998km,0.000160833,0.000160833,0
998km-999km,0.000122172,0.000122172,0
999km-1000km,0.00010839,0.00010839,0
