Altitude (km),Total Energy Deposition (keV),Ionizing Energy Deposition (keV),Electron Production (counts)
732km-733km,0.000194931,0.000194931,0
733km-734km,0.000194284,0.000194284,0
734km-735km,0.000195699,0.000195699,0
735km-736km,0.000142253,0.000142253,0
736km-737km,0.000146807,0.000146807,0
737km-738km,0.000136557,0.000136557,0
738km-739km,0.000169539,0.000169539,0
739km-740km,0.000209547,0.000209547,0
740km-741km,0.000135064,0.000135064,0
741km-742km,0.00015921,0.00015921,0
742km-743km,0.000159668,0.000159668,0
743km-744km,0.000162527,0.000162527,0
744km-745km,0.000205807,0.000205807,0
745km-746km,0.00016061,0.00016061,0
746km-747km,0.000179696,0.000179696,0
747km-748km,0.000188621,0.000188621,0
748km-749km,0.000172358,0.000172358,0
749km-750km,0.000174148,0.000174148,0
750km-751km,0.000146384,0.000146384,0
751km-752km,0.000112052,0.000112052,0
752km-753km,9.55808e-05,9.55808e-05,0
753km-754km,0.000127028,0.000127028,0
754km-755km,0.000152374,0.000152374,0
755km-756km,0.000137387,0.000137387,0
756km-757km,0.000129181,0.000129181,0
757km-758km,0.000129452,0.000129452,0
758km-759km,0.000181328,0.000181328,0
759km-760km,0.000152355,0.000152355,0
760km-761km,0.000158013,0.000158013,0
761km-762km,0.000139856,0.000139856,0
762km-763km,0.000141443,0.000141443,0
763km-764km,0.000132394,0.000132394,0
764km-765km,0.000108024,0.000108024,0
765km-766km,0.000113523,0.000113523,0
766km-767km,0.000135086,0.000135086,0
767km-768km,0.000141627,0.000141627,0
768km-769km,0.000112587,0.000112587,0
769km-770km,0.000151683,0.000151683,0
770km-771km,0.000111252,0.000111252,0
771km-772km,9.92833e-05,9.92833e-05,0
772km-773km,9.82099e-05,9.82099e-05,0
773km-774km,9.50748e-05,9.50748e-05,0
774km-775km,0.000103139,0.000103139,0
775km-776km,9.15389e-05,9.15389e-05,0
776km-777km,8.86113e-05,8.86113e-05,0
777km-778km,9.9873e-05,9.9873e-05,0
778km-779km,9.34566e-05,9.34566e-05,0
779km-780km,9.05044e-05,9.05044e-05,0
780km-781km,9.047e-05,9.047e-05,0
781km-782km,9.19395e-05,9.19395e-05,0
782km-783km,8.65132e-05,8.65132e-05,0
783km-784km,0.000101143,0.000101143,0
784km-785km,9.66998e-05,9.66998e-05,0
785km-786km,0.000102663,0.000102663,0
786km-787km,9.15957e-05,9.15957e-05,0
787km-788km,9.85739e-05,9.85739e-05,0
788km-789km,8.95543e-05,8.95543e-05,0
789km-790km,9.47113e-05,9.47113e-05,0
790km-791km,8.35289e-05,8.35289e-05,0
791km-792km,9.10496e-05,9.10496e-05,0
792km-793km,8.9097e-05,8.9097e-05,0
793km-794km,8.99698e-05,8.99698e-05,0
794km-795km,0.000102555,0.000102555,0
795km-796km,9.02632e-05,9.02632e-05,0
796km-797km,0.000102501,0.000102501,0
797km-798km,8.27653e-05,8.27653e-05,0
798km-799km,8.31381e-05,8.31381e-05,0
799km-800km,8.42164e-05,8.42164e-05,0
800km-801km,7.25257e-05,7.25257e-05,0
801km-802km,8.75164e-05,8.75164e-05,0
802km-803km,0.000102911,0.000102911,0
803km-804km,8.33504e-05,8.33504e-05,0
804km-805km,0.000118268,0.000118268,0
805km-806km,8.84304e-05,8.84304e-05,0
806km-807km,9.87795e-05,9.87795e-05,0
807km-808km,9.97267e-05,9.97267e-05,0
808km-809km,9.12106e-05,9.12106e-05,0
809km-810km,8.38414e-05,8.38414e-05,0
810km-811km,0.000101513,0.000101513,0
811km-812km,9.28341e-05,9.28341e-05,0
812km-813km,8.44339e-05,8.44339e-05,0
813km-814km,7.9493e-05,7.9493e-05,0
814km-815km,7.86475e-05,7.86475e-05,0
815km-816km,9.50885e-05,9.50885e-05,0
816km-817km,8.72585e-05,8.72585e-05,0
817km-818km,8.86599e-05,8.86599e-05,0
818km-819km,7.3975e-05,7.3975e-05,0
819km-820km,7.3224e-05,7.3224e-05,0
820km-821km,8.15352e-05,8.15352e-05,0
821km-822km,7.80305e-05,7.80305e-05,0
822km-823km,9.51395e-05,9.51395e-05,0
823km-824km,8.20781e-05,8.20781e-05,0
824km-825km,8.74531e-05,8.74531e-05,0
825km-826km,8.68491e-05,8.68491e-05,0
826km-827km,0.00010639,0.00010639,0
827km-828km,8.15612e-05,8.15612e-05,0
828km-829km,7.68685e-05,7.68685e-05,0
829km-830km,7.2412e-05,7.2412e-05,0
830km-831km,7.51417e-05,7.51417e-05,0
831km-832km,7.19807e-05,7.19807e-05,0
832km-833km,8.39449e-05,8.39449e-05,0
833km-834km,7.61199e-05,7.61199e-05,0
834km-835km,9.48994e-05,9.48994e-05,0
835km-836km,0.000104864,0.000104864,0
836km-837km,9.14422e-05,9.14422e-05,0
837km-838km,7.20606e-05,7.20606e-05,0
838km-839km,7.37015e-05,7.37015e-05,0
839km-840km,8.72172e-05,8.72172e-05,0
840km-841km,8.65047e-05,8.65047e-05,0
841km-842km,8.89418e-05,8.89418e-05,0
842km-843km,7.39196e-05,7.39196e-05,0
843km-844km,8.63278e-05,8.63278e-05,0
844km-845km,9.19998e-05,9.19998e-05,0
845km-846km,8.18028e-05,8.18028e-05,0
846km-847km,7.90301e-05,7.90301e-05,0
847km-848km,8.27202e-05,8.27202e-05,0
848km-849km,0.000100429,0.000100429,0
849km-850km,7.30172e-05,7.30172e-05,0
850km-851km,7.70748e-05,7.70748e-05,0
851km-852km,7.26037e-05,7.26037e-05,0
852km-853km,8.54262e-05,8.54262e-05,0
853km-854km,7.85355e-05,7.85355e-05,0
854km-855km,7.35107e-05,7.35107e-05,0
855km-856km,8.34625e-05,8.34625e-05,0
856km-857km,7.10804e-05,7.10804e-05,0
857km-858km,9.66804e-05,9.66804e-05,0
858km-859km,7.88103e-05,7.88103e-05,0
859km-860km,8.15915e-05,8.15915e-05,0
860km-861km,9.27807e-05,9.27807e-05,0
861km-862km,9.82254e-05,9.82254e-05,0
862km-863km,9.30218e-05,9.30218e-05,0
863km-864km,0.000102742,0.000102742,0
864km-865km,8.16841e-05,8.16841e-05,0
865km-866km,7.12192e-05,7.12192e-05,0
866km-867km,6.81507e-05,6.81507e-05,0
867km-868km,8.68622e-05,8.68622e-05,0
868km-869km,8.16245e-05,8.16245e-05,0
869km-870km,8.92403e-05,8.92403e-05,0
870km-871km,6.49961e-05,6.49961e-05,0
871km-872km,7.00264e-05,7.00264e-05,0
872km-873km,7.17795e-05,7.17795e-05,0
873km-874km,8.64872e-05,8.64872e-05,0
874km-875km,8.57379e-05,8.57379e-05,0
875km-876km,8.72219e-05,8.72219e-05,0
876km-877km,9.87378e-05,9.87378e-05,0
877km-878km,9.3431e-05,9.3431e-05,0
878km-879km,9.39653e-05,9.39653e-05,0
879km-880km,8.69453e-05,8.69453e-05,0
880km-881km,7.30922e-05,7.30922e-05,0
881km-882km,7.25684e-05,7.25684e-05,0
882km-883km,7.2663e-05,7.2663e-05,0
883km-884km,8.45127e-05,8.45127e-05,0
884km-885km,7.19073e-05,7.19073e-05,0
885km-886km,6.54966e-05,6.54966e-05,0
886km-887km,6.50074e-05,6.50074e-05,0
887km-888km,6.76967e-05,6.76967e-05,0
888km-889km,6.51255e-05,6.51255e-05,0
889km-890km,5.65194e-05,5.65194e-05,0
890km-891km,5.3797e-05,5.3797e-05,0
891km-892km,6.45017e-05,6.45017e-05,0
892km-893km,5.96626e-05,5.96626e-05,0
893km-894km,7.83602e-05,7.83602e-05,0
894km-895km,5.64544e-05,5.64544e-05,0
895km-896km,7.24866e-05,7.24866e-05,0
896km-897km,7.05883e-05,7.05883e-05,0
897km-898km,6.13323e-05,6.13323e-05,0
898km-899km,8.41817e-05,8.41817e-05,0
899km-900km,7.08822e-05,7.08822e-05,0
900km-901km,7.19786e-05,7.19786e-05,0
901km-902km,5.88929e-05,5.88929e-05,0
902km-903km,5.37809e-05,5.37809e-05,0
903km-904km,4.98669e-05,4.98669e-05,0
904km-905km,5.78883e-05,5.78883e-05,0
905km-906km,7.44352e-05,7.44352e-05,0
906km-907km,6.03934e-05,6.03934e-05,0
907km-908km,7.35647e-05,7.35647e-05,0
908km-909km,6.78249e-05,6.78249e-05,0
909km-910km,6.58177e-05,6.58177e-05,0
910km-911km,6.13107e-05,6.13107e-05,0
911km-912km,6.3718e-05,6.3718e-05,0
912km-913km,6.24667e-05,6.24667e-05,0
913km-914km,7.35418e-05,7.35418e-05,0
914km-915km,6.2972e-05,6.2972e-05,0
915km-916km,6.13425e-05,6.13425e-05,0
916km-917km,6.63888e-05,6.63888e-05,0
917km-918km,7.95587e-05,7.95587e-05,0
918km-919km,5.4293e-05,5.4293e-05,0
919km-920km,5.58857e-05,5.58857e-05,0
920km-921km,5.0476e-05,5.0476e-05,0
921km-922km,5.06682e-05,5.06682e-05,0
922km-923km,6.22916e-05,6.22916e-05,0
923km-924km,5.38874e-05,5.38874e-05,0
924km-925km,5.22119e-05,5.22119e-05,0
925km-926km,5.78985e-05,5.78985e-05,0
926km-927km,7.29291e-05,7.29291e-05,0
927km-928km,6.75488e-05,6.75488e-05,0
928km-929km,5.75525e-05,5.75525e-05,0
929km-930km,7.18757e-05,7.18757e-05,0
930km-931km,5.56772e-05,5.56772e-05,0
931km-932km,5.37785e-05,5.37785e-05,0
932km-933km,4.99427e-05,4.99427e-05,0
933km-934km,6.5837e-05,6.5837e-05,0
934km-935km,4.56714e-05,4.56714e-05,0
935km-936km,5.31412e-05,5.31412e-05,0
936km-937km,4.18404e-05,4.18404e-05,0
937km-938km,4.78859e-05,4.78859e-05,0
938km-939km,5.44149e-05,5.44149e-05,0
939km-940km,5.81291e-05,5.81291e-05,0
940km-941km,5.0267e-05,5.0267e-05,0
941km-942km,5.41521e-05,5.41521e-05,0
942km-943km,4.78751e-05,4.78751e-05,0
943km-944km,4.13343e-05,4.13343e-05,0
944km-945km,4.34846e-05,4.34846e-05,0
945km-946km,6.93341e-05,6.93341e-05,0
946km-947km,4.19825e-05,4.19825e-05,0
947km-948km,3.91501e-05,3.91501e-05,0
948km-949km,3.90782e-05,3.90782e-05,0
949km-950km,4.17611e-05,4.17611e-05,0
950km-951km,4.80898e-05,4.80898e-05,0
951km-952km,4.8111e-05,4.8111e-05,0
952km-953km,4.71797e-05,4.71797e-05,0
953km-954km,6.03047e-05,6.03047e-05,0
954km-955km,4.72293e-05,4.72293e-05,0
955km-956km,4.72121e-05,4.72121e-05,0
956km-957km,5.56254e-05,5.56254e-05,0
957km-958km,3.99702e-05,3.99702e-05,0
958km-959km,4.04696e-05,4.04696e-05,0
959km-960km,4.23606e-05,4.23606e-05,0
960km-961km,4.22931e-05,4.22931e-05,0
961km-962km,3.87193e-05,3.87193e-05,0
962km-963km,3.69518e-05,3.69518e-05,0
963km-964km,3.80364e-05,3.80364e-05,0
964km-965km,3.35408e-05,3.35408e-05,0
965km-966km,3.27164e-05,3.27164e-05,0
966km-967km,3.35689e-05,3.35689e-05,0
967km-968km,3.24891e-05,3.24891e-05,0
968km-969km,3.38652e-05,3.38652e-05,0
969km-970km,3.13113e-05,3.13113e-05,0
970km-971km,3.61079e-05,3.61079e-05,0
971km-972km,3.73444e-05,3.73444e-05,0
972km-973km,3.05244e-05,3.05244e-05,0
973km-974km,3.33819e-05,3.33819e-05,0
974km-975km,3.14921e-05,3.14921e-05,0
975km-976km,3.52151e-05,3.52151e-05,0
976km-977km,3.53036e-05,3.53036e-05,0
977km-978km,3.65583e-05,3.65583e-05,0
978km-979km,3.1881e-05,3.1881e-05,0
979km-980km,3.14656e-05,3.14656e-05,0
980km-981km,2.73962e-05,2.73962e-05,0
981km-982km,2.68593e-05,2.68593e-05,0
982km-983km,3.55526e-05,3.55526e-05,0
983km-984km,2.57596e-05,2.57596e-05,0
984km-985km,3.14785e-05,3.14785e-05,0
985km-986km,3.6561e-05,3.6561e-05,0
986km-987km,2.88563e-05,2.88563e-05,0
987km-988km,2.96594e-05,2.96594e-05,0
988km-989km,3.15767e-05,3.15767e-05,0
989km-990km,3.08641e-05,3.08641e-05,0
990km-991km,2.34393e-05,2.34393e-05,0
991km-992km,2.66065e-05,2.66065e-05,0
992km-993km,2.52663e-05,2.52663e-05,0
993km-994km,2.91415e-05,2.91415e-05,0
994km-995km,2.75157e-05,2.75157e-05,0
995km-996km,3.22618e-05,3.22618e-05,0
996km-997km,2.66657e-05,2.66657e-05,0
997km-998km,2.13695e-05,2.13695e-05,0
998km-999km,2.19103e-05,2.19103e-05,0
999km-1000km,2.04908e-05,2.04908e-05,0
